A00, A01, A02, A03, A04, A05, A06, A07,A08, A09, A10, A11, A12, A13, A14, A15, A16, A17, A18, A19, A20, A21, A22, A23, A24, A25, ClaseReconocida
114.303,117.367,97.104,120.071,173.031,33.3779,100.444,130.628,107.126,141.653,56.0984,97.4925,81.2185,90.1262,92.2547,74.71,177.881,174.869,155.66,140.703,63.6376,53.1336,138.547,80.4837,140.969,88.0576,10
118.263,107.226,86.3133,126.158,177.727,14.2491,96.3112,135.282,90.4961,131.534,54.1686,113.856,125.72,81.295,130.706,69.631,171.15,172.807,176.342,79.2369,104.421,63.0633,107.922,69.4262,177.349,45.1047,10
93.9992,0,121.266,66.0792,144.009,12.1633,69.4112,145.907,60.6933,140.729,77.6193,150.535,123.706,98.8774,126.723,86.8388,166.416,170.468,172.638,77.6035,109.759,50.5735,111.757,70.7264,177.516,78.6275,10
78.4572,95.8141,135.163,149.971,177.48,15.2926,118.945,129.344,85.8235,142.664,40.2734,121.914,79.6422,89.3296,92.5462,72.1195,177.709,176.834,168.31,87.5621,104.128,48.8552,116.052,88.5598,155.388,82.5254,10
99.506,114.099,103.648,123.624,176.788,26.0436,109.454,131.952,101.643,136.313,45.3314,105.413,81.4876,83.2584,90.343,72.1672,176.038,170.298,99.3402,46.5763,145.917,27.7058,136.285,76.2702,147.445,75.0872,10
111.856,0,90.7112,59.417,154.58,7.24059,71.668,144.302,83.6092,136.643,73.1681,125.012,82.7251,81.8738,88.1838,65.6284,170.307,179.322,99.6655,84.4843,175.85,0.588512,158.136,78.9274,122.936,93.3892,10
125.495,0,85.2392,61.2585,140.674,9.10097,68.3001,131.891,80.9515,133.914,83.9595,126.266,83.8838,87.2815,90.1917,78.8793,176.066,174.8,92.1025,88.1367,179.761,0.379797,139.869,89.9716,130.16,70.4611,10
130.645,115.008,88.3932,126.381,172.654,32.3294,115.604,129.344,105.518,143.744,39.4928,100.832,108.521,100.967,121.714,85.4424,178.286,176.77,90.2606,89.7961,179.943,27.2705,164.011,69.5747,126.414,13.3832,10
127.127,0,102.29,65.9353,167.627,12.5957,105.594,122.724,96.8689,170.309,56.614,123.163,161.342,26.237,149.842,12.6041,177.763,177.107,92.3767,87.6017,179.978,43.679,155.083,66.5389,138.378,63.8079,10
151.46,0,87.0521,67.6223,122.02,15.0608,53.9139,130.386,85.8869,146.913,100.688,122.232,79.576,58.1633,89.2555,46.4854,169.678,172.304,105.969,81.5363,172.495,44.2024,163.711,77.2201,119.069,76.8403,10
157.687,99.4644,73.2754,147.66,122.151,14.8011,54.1474,129.84,85.934,152.995,97.7523,125.295,124.708,98.1585,133.273,89.4998,177.76,172.615,97.1933,87.827,174.98,44.5726,142.391,78.3695,139.239,67.4507,10
146.988,99.3818,77.9587,140.891,153.771,50.8405,78.6922,130.037,133.933,156.761,74.211,81.1774,143.003,88.4232,150.817,76.3169,175.935,172.005,92.3876,87.9857,179.627,44.942,171.908,75.5035,112.589,18.1433,10
145.548,98.9438,86.7197,142.231,153.28,51.7799,76.8429,138.337,136.82,160.816,74.8519,80.0881,142.043,86.4043,150.664,69.634,175.778,179.49,89.3012,87.966,177.267,179.898,147.088,67.228,145.684,16.4272,10
145.456,0,86.1986,61.844,132.025,38.0331,56.9872,130.287,126.32,163.495,98.7563,91.1858,141.257,58.8359,153.935,44.1408,179.897,178.893,86.8469,89.8286,176.675,45.3447,142.692,75.5422,141.766,22.623,10
145.494,0,86.1085,61.8251,132.248,37.9086,57.199,130.299,126.092,163.312,98.6001,91.243,123.3,76.1975,136.023,59.427,179.878,179.08,87.3523,89.8576,177.21,45.3004,156.296,78.6466,125.057,22.1772,10
145.661,98.7987,88.4774,144.276,127.637,43.1876,53.0393,135.407,126.613,164.321,99.487,89.6882,141.35,87.5545,150.934,71.7137,175.941,178.73,92.8983,88.0172,179.084,22.6256,171.463,75.0856,113.451,10.1457,10
164.57,0,66.8736,61.292,153.969,51.3042,77.3117,134.61,137.062,164.006,75.7658,78.9614,80.7562,83.8231,90.5407,72.2165,176.127,174.917,96.5715,88.1243,175.304,5.73821,141.009,80.7248,138.266,38.1081,10
152.742,56.4803,83.152,171.709,168.177,29.6139,95.1649,132.549,117.604,168.906,58.7009,103.508,123.479,16.6231,136.566,3.51828,179.865,179.865,90.296,89.7734,179.931,18.1274,161.815,80.3848,117.8,43.1536,10
135.305,100.79,101.609,145.125,167.745,30.3727,105.53,122.81,112.963,164.55,56.6282,105.254,154.056,50.1433,165.549,38.5609,179.736,177.527,90.4476,89.7066,179.846,45.3581,141.233,87.7524,131.015,49.5322,10
151.848,96.3374,85.0669,149.565,167.683,5.14524,105.516,122.942,72.5581,165.73,55.0958,142.367,161.324,11.0716,169.244,3.33606,175.892,177.669,92.154,87.7656,179.92,39.2098,135.393,80.5644,144.043,54.7452,10
151.817,143.182,85.0553,102.819,167.152,13.3253,104.771,123.114,98.102,170.245,55.6489,123.874,161.896,11.3637,169.814,1.36704,174,177.493,94.0131,85.9584,179.972,46.1419,153.652,69.3077,137.04,81.1724,10
151.877,142.571,85.0165,103.437,166.995,13.4538,102.035,125.725,98.2336,165.398,55.8193,123.732,152.614,11.2887,160.567,1.26344,173.994,177.486,94.0506,85.9492,180,37.0627,153.646,73.6062,132.747,84.8976,10
151.903,142.31,85.0585,103.748,166.068,38.9074,101.15,125.451,119.202,169.911,58.2095,96.8153,80.4992,76.8728,90.1315,65.3235,173.918,177.298,94.3955,85.7145,179.89,0.421357,153.768,77.002,129.23,73.344,10
135.392,97.1492,101.614,148.76,165.799,39.1756,103.467,122.971,119.511,165.751,58.5271,96.4984,80.5403,75.7756,90.1054,64.1035,175.934,177.593,92.2022,87.7503,179.953,39.358,155.918,82.5432,121.539,61.2235,10
135.049,99.4423,101.907,146.504,167.195,55.7876,102.542,125.303,140.728,170.63,57.0752,79.942,80.466,58.1687,90.064,46.6594,174.035,179.929,94.2716,85.8186,179.91,45.602,151.248,79.7577,128.994,66.6251,10
152.653,100.028,83.2049,144.779,175.13,6.6066,106.641,127.888,78.947,171.729,50.5594,140.917,169.17,7.21831,179.033,4.66867,177.818,177.645,92.3178,87.8004,179.882,179.564,155.713,74.617,129.67,58.3736,10
164.983,99.0354,64.0232,138.558,144.217,30.3062,143.192,125.386,120.386,168.089,16.2769,97.6337,168.44,99.8389,179.979,86.0955,177.886,177.879,92.2593,87.7418,179.999,45.4086,146.624,80.4576,132.918,62.6177,10
165.262,98.1615,66.1861,141.64,154.636,25.6385,84.3964,125.209,103.906,152.059,73.8362,105.889,125.016,99.3279,135.267,87.0224,177.911,179.436,92.2819,87.8229,179.895,47.9981,150.778,76.0643,133.158,56.15,10
155.999,0,64.0974,57.6929,157.896,12.7663,85.1432,128.36,90.984,153.909,72.8487,116.489,166.409,99.6577,178.402,85.2222,179.939,179.616,92.1065,87.9302,179.963,0.265315,152.963,74.0557,132.981,56.3828,10
143.613,0,74.0478,55.7166,177.455,16.3063,97.9963,134.4,90.2005,153.663,54.9319,111.307,121.004,73.9409,130.754,62.0122,176.46,177.205,93.6418,86.3775,179.981,6.30296,154.205,79.4142,126.38,68.8427,10
116.879,0,97.3161,60.8035,149.259,7.93464,73.1514,138.56,80.9713,150.444,74.8053,128.001,85.6159,96.2303,92.2005,82.8277,176.408,178.618,93.8941,86.318,179.788,6.81485,148.58,90.1783,121.242,39.961,10
109.678,0,119.254,65.4011,134.377,4.9862,62.3088,136.272,60.6769,151.365,83.6535,146.956,86.9335,94.8342,92.1024,82.8966,176.417,178.669,93.7551,86.228,179.983,0.237363,140.568,90.0302,129.402,50.9504,10
126.277,0,98.113,60.8779,153.385,7.20279,77.2967,139.265,74.029,144.11,68.9205,130.492,87.2141,94.6301,92.2106,81.2677,177.935,177.102,92.249,87.9193,179.832,25.221,49.8372,84.5531,134.39,44.455,10
103.737,0,117.639,63.4953,158.159,15.5777,85.4331,141.88,53.0743,148.857,61.5401,155.879,87.2221,94.5408,94.0623,80.9267,179.77,176.576,92.1873,87.9153,179.897,14.5374,145.575,80.6211,133.804,49.1909,10
103.822,0,117.511,63.4502,169.716,16.1092,101.184,131.055,52.5003,153.888,50.0029,156.39,87.4444,94.1017,94.2574,82.3885,179.725,178.023,92.2693,87.814,179.917,0.268145,113.629,85.1755,161.195,36.6048,10
84.2812,0,132.32,65.4444,136.98,13.2783,61.4441,146.1,64.3353,167.283,81.0292,155.269,111.173,94.7196,116.418,82.9529,178.135,179.061,92.0619,88.0815,179.857,0.292593,124.454,82.4564,153.09,33.4014,10
88.4663,0,124.181,60.9336,148.44,26.1368,68.7732,149.912,101.352,151.207,73.417,112.006,111.54,83.5012,116.514,70.5271,178.144,178.182,92.0914,88.0683,179.84,0.197128,121.796,85.8127,152.391,39.138,10
87.805,0,128.477,58.1126,167.558,13.3642,112.497,147.52,60.1977,139.919,32.035,148.887,174.028,68.6911,179.001,59.5098,179.795,179.276,159.576,80.4063,120.018,46.0782,121.477,84.9184,153.604,45.1277,10
97.1127,106.177,126.002,129.568,155.747,5.62625,73.4006,149.149,83.3682,149.222,68.6976,129.93,149.383,50.6577,154.349,43.439,175.415,179.431,158.454,79.4319,122.114,50.3854,111.858,92.9185,155.224,20.9497,10
89.6926,95.321,130.178,145.124,125.353,11.2356,51.0693,142.679,81.582,137.753,94.2682,129.143,129.772,80.837,134.59,65.671,176.582,177.076,47.7774,47.7774,8.53774e-07,0,124.122,82.42,153.458,45.4102,10
97.9396,0,125.304,57.3172,143.234,48.5,64.3575,146.484,121.054,134.991,81.1236,87.1424,172.492,68.2145,179.167,59.3034,177.507,174.446,161.39,73.3754,125.235,44.1416,116.114,70.8479,173.038,54.2857,10
109.99,95.2846,110.575,137.647,146.049,46.5521,62.4876,147.471,122.735,132.731,82.5187,84.8799,128.722,77.9262,134.951,65.4755,170.964,176.691,174.946,80.7692,104.285,57.8437,126.616,93.3643,140.019,39.5702,10
127.519,0,85.8181,47.9751,175.994,39.3415,95.4198,145.339,126.964,140.252,54.9285,81.7235,143.581,73.1789,153.071,59.6437,166.701,178.058,173.984,76.5341,97.4498,58.0173,131.568,102.243,126.188,69.6324,10
127.952,95.717,87.7709,132.445,160.611,31.279,111.164,145.007,116.743,140.448,39.0121,90.3201,125.141,57.3982,136.332,44.13,173.124,179.276,166.433,77.6746,115.892,50.7707,122.784,87.3057,149.91,62.9272,10
127.887,95.7145,87.6095,132.29,178.081,41.4891,91.3975,139.87,124.432,137.685,54.6682,81.924,126.634,72.6818,135.853,59.3921,177.715,179.055,155.961,75.1061,128.933,40.7152,154.16,79.4309,126.409,50.9551,10
133.694,106.314,82.0005,121.986,178.353,28.8405,89.5862,148.212,114.236,139.617,54.8668,94.6462,126.257,98.6519,135.701,84.8817,177.719,178.574,155.855,73.6499,130.496,43.8656,128.377,92.8006,138.823,57.1846,10
121.171,106.501,85.6312,119.818,164.882,26.2188,100.709,144.961,113.912,139.719,43.5526,95.1101,125.506,73.4299,134.688,59.8605,177.678,178.443,159.141,81.1512,119.707,46.7207,116.142,92.7444,151.113,57.4634,10
114.743,126.59,92.0894,106.217,155.945,13.8351,120.687,140.714,95.2702,137.8,29.9547,112.155,124.989,57.2581,136.214,43.8987,177.765,179.29,151.402,69.2825,139.316,34.7465,122.759,87.1641,150.077,62.7482,10
112.426,0,100.915,55.6945,138.285,16.0001,146.568,135.071,69.5551,142.808,11.9532,142.332,169.481,11.2653,179.374,2.0248,178.057,179.71,91.9857,46.4224,138.408,11.6161,155.819,77.3641,126.817,73.1874,10
93.089,0,114.237,58.616,142.219,12.9436,146.976,131.137,67.605,146.101,11.2914,143.871,170.835,98.3594,175.98,84.4339,168.65,177.321,50.6599,50.6599,0,0,104.776,71.5923,176.369,74.0072,10
78.3531,0,130.523,63.6343,169.631,7.86653,99.2684,135.662,65.4871,148.708,51.4198,146.816,85.4746,95.6264,83.4875,82.5319,164.37,178.002,97.6416,43.5408,141.182,21.5714,166.064,77.5232,116.413,51.9213,10
109.552,0,120.316,66.9976,155.694,30.0151,85.6178,138.243,48.8842,161.463,61.1618,173.159,96.5293,93.6046,95.8041,84.1008,168.404,179.736,50.4285,50.4285,0,0,166.197,74.739,119.064,55.8886,10
127.325,0,101.796,66.0082,156.184,14.5906,80.7702,142.708,60.9693,157.384,63.3472,155.059,167.627,95.0822,165.346,88.4308,170.203,172.64,48.4998,48.4998,0,0,124.035,75.1099,160.855,63.9284,10
143.321,120.118,84.5842,125.882,148.831,11.8793,75.594,137.254,79.5654,149.576,69.1704,130.119,162.079,94.4594,165.289,87.0727,174.349,179.683,100.877,44.5991,145.476,27.8096,171.211,71.7106,117.078,78.5651,10
160.342,0,71.1276,61.1817,146.696,24.8444,67.8657,134.106,102.714,160.49,80.0543,108.405,171.783,97.3598,178.333,86.4195,174.097,179.944,94.0799,86.0712,179.849,46.2633,164.001,79.9602,116.039,71.1273,10
160.343,0,71.1097,61.1685,146.547,50.1279,71.5333,130.072,128.065,154.197,80.2715,83.0535,171.24,97.5673,177.911,88.8815,174.091,175.301,102.039,85.9988,171.962,46.2509,171.991,74.0964,113.913,82.3555,10
144.673,0,79.4627,61.1215,172.401,37.6671,99.5566,127.972,50.252,166.026,54.2147,171.052,99.8288,31.8842,95.2446,23.4065,167.888,177.486,103.434,51.1666,52.2672,0,168.448,72.5678,118.984,86.3846,10
134.963,0,101.781,66.3735,149.838,77.3719,78.369,135.537,0.503372,161.366,68.2543,140.72,95.7752,35.5948,96.2753,40.7473,163.989,179.918,107.994,37.8616,145.855,27.8377,167.669,81.6597,110.672,71.0754,10
151.796,0,86.5842,68.1499,122.585,29.5112,56.9135,128.112,48.82,165.649,95.445,171.482,98.4198,8.53731,95.4582,0.630886,167.887,179.722,98.3381,40.2056,138.544,21.9185,169.812,76.021,114.167,82.9287,10
134.394,0,102.353,66.2831,169.359,77.5805,104.414,125.532,3.9613,150.588,50.3896,142.168,97.398,82.4345,94.6319,87.019,168.142,175.412,97.9576,81.992,179.95,45.6213,168.292,72.6691,119.039,86.5194,10
127.768,0,102.473,66.3225,147.445,120.712,145.734,127.644,45.2648,159.03,7.16563,99.0089,97.1784,57.553,92.4996,64.3326,172.18,179.92,49.5327,49.5327,0,0,168.648,78.6128,112.74,73.9991,10
134.517,0,102.2,66.3631,168.791,76.7828,99.6213,129.981,3.58282,165.686,49.2285,141.236,95.7768,82.9614,94.7167,88.1776,166.17,177.537,106.857,38.4646,145.321,27.7895,164.076,79.7275,116.196,78.8903,10
152.032,99.4592,84.6908,146.554,149.858,31.0329,80.9274,130.201,41.4221,164.442,68.0181,173.157,174.91,69.2629,173.717,59.8271,169.94,179.38,96.3993,39.0209,135.42,24.6053,178.25,80.9885,100.762,48.9391,10
135.081,0,101.742,66.3468,149.92,32.6649,80.5813,133.005,40.2196,156.363,68.3281,174.417,138.718,2.71908,137.611,0.357417,168.314,175.235,106.996,40.7843,147.781,34.172,156.116,79.3403,124.544,79.0351,10
135.16,98.7108,98.9315,144.511,145.63,81.0278,140.714,135.217,0.421316,163.598,8.18689,141.529,97.6533,31.0267,88.734,40.2863,178.161,177.739,94.253,41.2734,135.526,30.9555,168.898,78.7628,112.339,56.2239,10
135.274,98.0712,101.56,147.849,168.012,59.2863,101.281,130.914,13.9165,158.898,50.1991,158.925,120.758,39.4393,117.608,46.8908,170.35,177.946,106.944,37.5198,144.463,37.546,112.34,78.5901,169.07,45.2286,10
151.831,141.488,85.0746,104.525,167.917,58.6291,102.356,133.225,11.8354,156.204,50.2381,159.526,95.8642,36.3975,92.6326,43.9367,170.586,179.766,50.4437,50.4437,0,0,126.47,76.3154,157.215,56.5282,10
134.457,0,102.338,66.3276,168.116,32.3206,101.497,130.76,48.0435,167.56,51.7671,172.437,140.701,95.3897,137.784,86.2266,166.215,176.962,100.087,35.3558,135.443,24.5047,173.928,80.5635,105.508,75.3883,10
134.407,0,102.464,66.3831,149.82,23.7337,143.578,127.64,56.3957,178.312,9.3637,164.19,97.3227,81.3432,92.6122,90.247,167.982,179.767,108.656,35.102,143.758,30.8626,175.006,83.3413,101.653,4.20767,10
109.818,0,119.763,66.795,172.711,32.9477,110.339,122.817,49.5145,166.095,45.3407,174.896,95.6395,83.1238,92.3833,88.3591,167.576,177.505,100.774,53.6084,47.1657,0,168.49,79.2732,112.237,52.93,10
109.712,0,119.866,66.8442,154.62,12.9391,92.228,123.027,97.4635,172.349,66.7304,125.711,147.365,43.6601,140.759,30.5731,167.982,179.602,100.386,52.9598,47.426,0,140.133,77.0988,142.769,52.8817,10
117.288,0,117.804,64.9102,169.723,27.9465,101.173,127.6,51.6888,163.576,50.0809,168.142,96.2916,6.55617,91.2754,1.4468,174.082,175.15,108.051,39.1837,147.235,30.8457,151.168,77.0588,131.773,41.765,10
134.487,0,99.672,63.7269,146.188,81.2117,144.523,127.5,1.83047,165.715,8.54857,141.149,122.181,81.4893,111.171,88.3876,178.481,175.162,102.33,42.5602,144.891,27.6693,113.469,81.3035,165.228,40.5977,10
111.022,0,117.248,64.4706,172.023,60.0358,115.762,138.195,10.2645,154.246,30.2608,158.202,175.362,67.2975,178.922,61.5291,175.572,174.925,176.073,79,97.0727,62.9047,115.825,82.5653,161.609,33.6397,10
127.69,0,100.339,64.0023,169.907,33.3395,94.9512,140.671,39.5476,154.632,48.3028,175.129,176.183,91.9361,178.242,83.9594,179.648,177.978,168.629,81.2502,110.121,54.6804,101.327,87.5574,171.115,43.7899,10
103.639,110.722,112.749,126.589,140.493,95.7481,142.136,138.172,15.4187,169.074,3.58265,127.341,94.4979,1.97849,88.9318,1.45134,177.558,177.556,170.679,79.2369,110.084,59.9694,119.196,78.8695,161.934,22.974,10
95.241,105.419,123.634,133.761,172.896,36.5528,98.3011,144.915,34.1871,151.949,45.8993,177.757,137.061,0.185192,135.174,1.79013,175.453,177.633,177.284,79.2557,103.46,65.3387,108.781,82.4563,168.763,49.9936,10
95.2864,0,123.524,61.7552,169.463,35.9587,118.705,141.228,36.4897,151.916,29.9463,175.475,138.663,47.2136,135.163,41.528,172.951,177.039,152.884,82.7848,124.331,62.0285,118.313,89.5362,152.151,29.1609,10
107.586,0,106.831,58.993,141.319,39.429,139.129,146.217,31.3654,147.702,4.42804,176.32,137.802,2.62434,132.211,2.8412,177.41,179.519,165.525,85.2302,109.245,71.4547,110.916,93.1894,155.895,3.42553,10
107.582,0,106.933,59.0083,141.086,39.5895,131.855,152.867,29.5297,144.329,4.08726,176.589,94.0759,1.05034,88.4939,4.4518,175.491,179.845,179.542,77.1771,103.281,71.0755,102.459,87.8948,169.646,0.945091,10
107.582,0,107.028,59.0563,141.685,13.8462,135.972,145.22,62.0265,156.288,6.20975,149.321,95.6264,3.61522,86.3249,5.60095,177.372,178.163,167.669,82.8691,109.461,61.8035,110.838,92.6688,156.493,21.2551,10
107.663,0,106.976,59.042,141.92,13.8703,133.449,150.404,66.8293,163.405,6.57046,149.22,138.894,2.33604,129.562,9.53166,179.504,176.923,139.724,85.1947,135.081,44.6302,126.013,94.9301,139.057,34.5676,10
95.3235,0,121.102,59.353,166.724,38.6992,120.969,139.275,35.3404,149.54,29.4856,175.937,177.536,47.518,178.987,39.8153,175.461,178.27,139.659,85.2665,135.075,66.0272,108.847,92.9997,158.153,38.4105,10
95.4153,96.8509,118.381,137.51,164.235,42.8763,118.099,141.718,28.7473,154.39,29.6715,177.44,95.7619,46.663,90.3549,38.9423,177.351,179.402,139.244,85.1351,135.621,65.8032,113.631,90.1082,156.261,39.8323,10
109.407,0,112.52,58.9485,140.632,84.9878,139.227,144.358,6.38592,163.708,5.59386,139.974,140.279,3.8443,133.063,3.35529,177.567,176.973,170.454,79.2495,110.296,59.9082,113.744,75.4292,170.827,71.593,10
93.8941,0,118.115,56.5167,137.735,87.7373,139.725,144.305,6.7467,166.34,4.8865,139.414,97.0553,3.07528,90.0429,4.05909,177.418,174.567,127.889,85.1204,146.991,33.5948,128.234,86.9954,144.771,66.2106,10
89.1036,0,122.784,56.5417,177.753,69.1583,97.2548,145.606,13.8155,144.965,49.6337,158.228,140.728,3.64037,133.458,3.59158,177.614,170.872,113.384,85.3546,161.261,27.6547,130.167,74.7379,155.095,30.9705,10
100.901,0,105.689,51.3397,133.117,92.954,141.186,145.636,4.67388,145.064,7.13592,141.064,141.593,4.11098,132.871,4.58366,179.731,173.668,107.008,87.4357,165.556,27.5588,137.856,81.4781,140.666,44.4036,10
100.773,0,105.689,51.2903,131.502,111.065,142.844,148.508,18.4249,153.468,5.40952,122.842,140.758,37.9692,132.116,44.4505,179.806,174.139,107.07,87.4832,165.447,27.5036,131.375,89.0235,139.602,57.2669,10
107.562,0,101.621,53.4345,161.885,89.6106,110.387,150.97,5.89208,138.431,33.3115,141.816,176.767,37.0006,176.704,45.5815,175.487,171.339,109.005,85.2156,165.779,14.8647,138.985,74.7865,146.228,66.4177,10
107.76,0,101.367,53.3773,179.444,45.3961,90.5622,154.269,38.2928,150.305,52.5785,172.262,174.154,7.8915,177.587,2.42352,173.404,176.492,111.081,83.2727,165.647,21.9139,125.529,79.2578,155.213,49.1964,10
108.692,0,95.7168,51.5708,159.105,48.1554,106.517,157.416,37.8034,162.123,34.6957,172.565,171.621,10.5249,179.944,2.12242,173.31,177.123,123.277,83.2472,153.476,21.8019,132.685,87.2382,140.076,44.1299,10
101.13,0,98.1429,54.0422,153.808,88.7423,114.174,154.473,3.32431,161.56,25.2999,142.75,174.881,7.53655,178.317,1.30877,171.125,179.185,132.217,80.9189,146.864,21.7623,133.319,86.9901,139.691,44.0711,10
101.159,0,98.0931,54.0118,168.972,44.4852,98.9684,154.472,36.6364,157.19,40.5039,172.954,173.522,8.61117,179.656,1.75007,171.464,174.535,168.143,75.8213,116.036,16.415,131.13,78.7813,150.088,49.4246,10
119.395,97.9934,92.8178,137.868,168.792,3.07959,77.4678,156.437,73.3981,153.171,59.7661,128.362,127.951,78.5231,136.527,63.6559,175.219,177.422,166.382,77.5816,116.037,50.8259,125.647,78.5472,155.806,68.0511,10
108.511,99.4666,103.711,136.805,165.888,15.3843,76.5252,151.161,56.1629,150.4,61.1394,148.357,173.058,50.5719,179.943,43.4219,177.424,174.185,164.148,79.2745,116.578,54.7581,124.656,71.6889,163.655,54.6918,10
108.362,99.7944,103.667,136.354,164.015,68.9762,110.946,146.757,7.8563,157.133,31.0282,158.037,135.415,4.42101,130.547,2.64573,175.489,176.668,106.264,85.2961,168.44,21.9917,125.394,79.257,155.349,49.2267,10
108.21,0,101.229,54.0629,179.846,1.49868,87.808,154.577,78.6761,159.995,51.5721,130.081,176.3,6.08595,176.973,2.76938,175.452,169.523,106.271,85.2783,168.451,14.7311,129.38,72.924,157.696,66.5691,10
100.986,0,105.768,51.5257,106.371,92.9047,161.453,149.695,2.59402,156.826,19.3662,141.358,142.102,2.42472,135.026,6.73327,175.514,176.748,106.073,91.3766,162.551,20.7493,126.137,89.5398,144.323,39.4635,10
101.128,0,108.276,53.9845,135.327,72.3556,134.83,149.958,11.1839,145.504,6.99646,159.314,175.393,37.1953,177.663,44.1426,175.503,177.601,106.04,91.3469,162.613,20.6735,111.082,87.6499,161.269,43.8342,10
107.661,99.4978,104.261,136.203,138.197,87.1942,137.015,151.014,8.53432,141.824,5.61323,140.222,158.234,39.399,150.987,44.6496,177.467,174.928,108.953,85.4531,165.594,19.4319,121.923,84.9948,153.082,44.418,10
90.7151,0,122.854,56.0607,137.823,113.436,142.147,138.246,28.2578,154.59,5.40304,114.144,158.272,44.3998,150.974,49.678,179.556,177.211,107.12,87.5569,165.323,44.5265,128.311,92.8109,138.878,22.0231,10
90.7455,0,125.753,58.9483,166.776,83.5302,116.193,138.248,5.87282,141.237,29.7969,139.49,139.028,1.78462,133.394,1.81113,179.647,177.325,111.755,87.8106,160.435,27.4606,126.563,105.63,127.807,45.1283,10
88.8858,95.7517,113.686,135.19,179.336,44.7424,99.0317,132.808,33.6946,132.778,50.3622,175.044,177.168,5.99084,175.831,1.12422,179.479,179.377,107.307,87.6438,165.049,27.3079,126.388,99.7009,133.911,58.7291,10
90.4289,0,126.283,58.5668,147.633,0.00781008,71.9078,133.696,76.17,143.031,75.1649,137.21,176.45,49.5171,178.101,41.8488,179.496,178.72,111.702,87.7963,160.502,19.3373,119.615,99.5112,140.874,50.7578,10
90.4406,0,126.241,58.582,143.102,7.3052,65.0914,138.841,83.3864,142.878,79.6666,129.927,175.166,67.426,179.424,59.6558,179.492,176.609,111.584,87.9067,160.509,14.9986,124.355,99.0431,136.602,54.8964,10
107.798,106.42,114.225,129.473,175.713,84.0644,95.4235,141.724,1.90779,152.283,47.6269,139.275,139.01,1.85126,133.431,1.7957,179.362,177.509,106.918,94.1075,158.975,33.8895,118.568,93.0476,148.385,38.6452,10
96.503,0,125.914,58.4208,130.154,36.4717,51.3879,136.891,34.1674,132.592,92.8881,173.429,139.893,47.4514,134.381,41.8081,177.302,179.385,95.9888,85.563,178.448,14.9341,114.423,93.4413,152.136,56.395,10
96.6387,95.9344,125.733,140.238,130.991,39.5902,56.9322,138.693,39.7364,154.208,92.0544,176.544,95.4659,2.06486,89.9622,3.53862,177.279,179.277,106.102,91.3968,162.501,20.7249,114.177,87.2358,158.587,44.2493,10
96.5976,95.8296,125.822,140.5,155.165,4.76703,79.5757,143.683,78.9982,143.374,67.7221,132.345,95.719,48.5143,90.2226,42.7562,177.28,179.576,106.221,92.1592,161.62,21.3856,106.797,87.3703,165.833,26.7483,10
96.5982,0,125.871,58.5765,147.357,5.10678,69.2193,142.107,81.6408,146.869,75.5874,131.949,175.264,92.7377,178.942,84.7076,173.585,178.204,110.942,83.8084,165.25,12.155,49.4581,87.5133,136.971,43.6374,10
108.327,0,111.251,55.7013,145.794,45.8898,60.8196,145.951,118.099,134.023,81.5408,86.7755,172.667,68.721,179.709,61.4195,177.253,176.531,109.085,85.4849,165.43,12.0376,114.481,84.545,160.974,1.64161,10
100.982,95.7998,110.996,137.701,149.98,43.2943,69.0982,139.445,122.782,141.385,77.2339,89.492,174.165,93.342,178.831,86.0961,177.265,179.229,109.066,85.4755,165.458,12.0366,107.598,87.196,165.206,44.256,10
100.972,95.9177,110.934,137.471,158.044,41.3414,75.2477,137.954,34.721,135.285,69.2671,174.03,177.568,13.814,177.344,6.69323,175.306,179.346,106.33,91.3002,162.37,20.7744,126.467,92.9651,140.568,56.8208,10
100.899,97.9555,110.965,137.198,137.054,113.321,137.959,154.355,28.0827,148.323,4.58021,114.206,139.044,40.166,131.834,45.3752,177.365,177.454,108.994,85.4662,165.54,19.4233,119.162,87.6661,153.172,44.5105,10
95.1834,0,115.774,53.4265,135.156,89.8238,137.298,150.823,1.94771,149.643,6.78605,141.807,141.006,38.5273,132.321,45.232,179.51,172.017,93.5184,87.5849,178.897,19.4326,128.922,86.6937,144.384,40.4543,10
89.0281,0,120.086,53.8466,108.208,101.718,164.379,147.323,11.7196,156.776,19.9309,130.143,140.514,38.6022,131.563,45.4913,179.551,166.777,104.222,87.5461,168.232,27.5025,147.702,85.3727,126.925,62.3128,10
100.95,0,110.817,56.5962,177.529,42.0429,90.363,152.148,33.9934,144.849,49.7286,174.785,176.813,5.2643,178.106,1.87076,175.449,171.791,164.187,78.4629,117.35,19.779,123.513,70.99,165.497,36.2709,10
116.973,97.3325,95.6613,140.9,156.059,37.5476,71.831,148.139,33.7635,152.201,66.5572,174.932,176.462,91.7302,179.92,83.9111,175.51,178.597,116.303,85.3617,158.336,26.2724,122.821,92.5203,144.658,57.0459,10
108.314,0,103.745,56.727,176.853,15.0488,87.564,154.43,58.0352,151.772,50.2302,147.965,171.216,94.6742,178.32,81.0485,175.254,177.158,166.4,77.1496,116.45,20.2398,125.543,78.5248,155.932,50.3211,10
